201200,201300,201400,201500,201600,201700
410,440,455,455,475,455
425,440,460,465,480,460
430,450,465,465,485,465
440,455,470,470,490,466
445,460,475,480,500,471
455,465,475,485,505,476
455,470,480,490,515,486
460,475,485,505,520,487
465,485,458,515,525,493
470,490,485,520,530,497
485,495,490,530,540,508
490,505,490,535,545,515
495,510,495,540,555,518
515,515,500,545,565,
535,520,520,545,565,
565,540,570,550,570,
,,,,575,
